Dcc 	 Index 	Channel Load 	Flush req in BE 	Flush not req in BE 	Flush req in BE in last 1 sec 	Flush not req in BE in last 1 sec
Dcc 	 68	-1.000000	0	0	0	0
Dcc 	 69	-1.000000	0	0	0	0
Dcc 	 70	-1.000000	0	0	0	0
Dcc 	 71	-1.000000	0	0	0	0
Dcc 	 72	-1.000000	0	0	0	0
Dcc 	 73	-1.000000	0	0	0	0
Dcc 	 74	-1.000000	0	0	0	0
Dcc 	 75	-1.000000	0	0	0	0
Dcc 	 76	-1.000000	0	0	0	0
Dcc 	 77	-1.000000	0	0	0	0
Dcc 	 78	-1.000000	0	0	0	0
Dcc 	 79	-1.000000	0	0	0	0
Dcc 	 80	-1.000000	0	0	0	0
Dcc 	 81	-1.000000	0	0	0	0
Dcc 	 82	-1.000000	0	0	0	0
Dcc 	 83	-1.000000	0	0	0	0
Dcc 	 84	-1.000000	0	0	0	0
Dcc 	 85	-1.000000	0	0	0	0
Dcc 	 86	-1.000000	0	0	0	0
Dcc 	 87	-1.000000	0	0	0	0
Dcc 	 88	-1.000000	0	0	0	0
Dcc 	 89	-1.000000	0	0	0	0
Dcc 	 90	-1.000000	0	0	0	0
Dcc 	 91	-1.000000	0	0	0	0
Dcc 	 92	-1.000000	0	0	0	0
Dcc 	 93	-1.000000	0	0	0	0
Dcc 	 94	-1.000000	0	0	0	0
Dcc 	 95	-1.000000	0	0	0	0
Dcc 	 96	-1.000000	0	0	0	0
Dcc 	 97	-1.000000	0	0	0	0
Dcc 	 98	-1.000000	0	0	0	0
Dcc 	 99	-1.000000	0	0	0	0
Dcc 	 100	-1.000000	0	0	0	0
Dcc 	 101	-1.000000	0	0	0	0
Dcc 	 102	-1.000000	0	0	0	0
Dcc 	 103	-1.000000	0	0	0	0
Dcc 	 104	-1.000000	0	0	0	0
Dcc 	 105	-1.000000	0	0	0	0
Dcc 	 106	-1.000000	0	0	0	0
Dcc 	 107	-1.000000	0	0	0	0
Dcc 	 108	-1.000000	0	0	0	0
Dcc 	 109	-1.000000	0	0	0	0
Dcc 	 110	-1.000000	0	0	0	0
Dcc 	 111	-1.000000	0	0	0	0
Dcc 	 112	-1.000000	0	0	0	0
Dcc 	 113	-1.000000	0	0	0	0
Dcc 	 114	-1.000000	0	0	0	0
Dcc 	 115	-1.000000	0	0	0	0
Dcc 	 116	-1.000000	0	0	0	0
Dcc 	 117	-1.000000	0	0	0	0
Dcc 	 118	-1.000000	0	0	0	0
Dcc 	 119	-1.000000	0	0	0	0
Dcc 	 120	-1.000000	0	0	0	0
Dcc 	 121	-1.000000	0	0	0	0
Dcc 	 122	-1.000000	0	0	0	0
Dcc 	 123	-1.000000	0	0	0	0
Dcc 	 124	-1.000000	0	0	0	0
Dcc 	 125	-1.000000	0	0	0	0
Dcc 	 126	-1.000000	0	0	0	0
Dcc 	 127	-1.000000	0	0	0	0
Dcc 	 128	-1.000000	0	0	0	0
Dcc 	 129	-1.000000	0	0	0	0
Dcc 	 130	-1.000000	0	0	0	0
Dcc 	 131	-1.000000	0	0	0	0
Dcc 	 132	-1.000000	0	0	0	0
Dcc 	 133	-1.000000	0	0	0	0
Dcc 	 134	-1.000000	0	0	0	0
Dcc 	 135	-1.000000	0	0	0	0
Dcc 	 136	-1.000000	0	0	0	0
Dcc 	 137	-1.000000	0	0	0	0
Dcc 	 138	-1.000000	0	0	0	0
Dcc 	 139	-1.000000	0	0	0	0
Dcc 	 140	-1.000000	0	0	0	0
Dcc 	 141	-1.000000	0	0	0	0
Dcc 	 142	-1.000000	0	0	0	0
Dcc 	 143	-1.000000	0	0	0	0
Dcc 	 144	-1.000000	0	0	0	0
Dcc 	 145	-1.000000	0	0	0	0
Dcc 	 146	-1.000000	0	0	0	0
Dcc 	 147	-1.000000	0	0	0	0
Dcc 	 148	-1.000000	0	0	0	0
Dcc 	 149	-1.000000	0	0	0	0
Dcc 	 150	-1.000000	0	0	0	0
Dcc 	 151	-1.000000	0	0	0	0
Dcc 	 152	-1.000000	0	0	0	0
Dcc 	 153	-1.000000	0	0	0	0
Dcc 	 154	-1.000000	0	0	0	0
Dcc 	 155	-1.000000	0	0	0	0
Dcc 	 156	-1.000000	0	0	0	0
Dcc 	 157	-1.000000	0	0	0	0
Dcc 	 158	-1.000000	0	0	0	0
Dcc 	 159	-1.000000	0	0	0	0
Dcc 	 160	-1.000000	0	0	0	0
Dcc 	 161	-1.000000	0	0	0	0
Dcc 	 162	-1.000000	0	0	0	0
Dcc 	 163	-1.000000	0	0	0	0
Dcc 	 164	-1.000000	0	0	0	0
Dcc 	 165	-1.000000	0	0	0	0
Dcc 	 166	-1.000000	0	0	0	0
Dcc 	 167	-1.000000	0	0	0	0
Dcc 	 168	-1.000000	0	0	0	0
Dcc 	 169	-1.000000	0	0	0	0
Dcc 	 170	-1.000000	0	0	0	0
Dcc 	 171	-1.000000	0	0	0	0
Dcc 	 172	-1.000000	0	0	0	0
Dcc 	 173	-1.000000	0	0	0	0
Dcc 	 174	-1.000000	0	0	0	0
Dcc 	 175	-1.000000	0	0	0	0
Dcc 	 176	-1.000000	0	0	0	0
Dcc 	 177	-1.000000	0	0	0	0
Dcc 	 178	-1.000000	0	0	0	0
Dcc 	 179	-1.000000	0	0	0	0
Dcc 	 180	-1.000000	0	0	0	0
Dcc 	 181	-1.000000	0	0	0	0
Dcc 	 182	-1.000000	0	0	0	0
Dcc 	 183	-1.000000	0	0	0	0
Dcc 	 184	-1.000000	0	0	0	0
Dcc 	 185	-1.000000	0	0	0	0
Dcc 	 186	-1.000000	0	0	0	0
Dcc 	 187	-1.000000	0	0	0	0
Dcc 	 188	-1.000000	0	0	0	0
Dcc 	 189	-1.000000	0	0	0	0
Dcc 	 190	-1.000000	0	0	0	0
Dcc 	 191	-1.000000	0	0	0	0
Dcc 	 192	-1.000000	0	0	0	0
Dcc 	 193	-1.000000	0	0	0	0
Dcc 	 194	-1.000000	0	0	0	0
Dcc 	 195	-1.000000	0	0	0	0
Dcc 	 196	-1.000000	0	0	0	0
Dcc 	 197	-1.000000	0	0	0	0
Dcc 	 198	-1.000000	0	0	0	0
Dcc 	 199	-1.000000	0	0	0	0
Dcc 	 200	-1.000000	0	0	0	0
Dcc 	 201	-1.000000	0	0	0	0
Dcc 	 202	-1.000000	0	0	0	0
Dcc 	 203	-1.000000	0	0	0	0
Dcc 	 204	-1.000000	0	0	0	0
Dcc 	 205	-1.000000	0	0	0	0
Dcc 	 206	-1.000000	0	0	0	0
Dcc 	 207	-1.000000	0	0	0	0
Dcc 	 208	-1.000000	0	0	0	0
Dcc 	 209	-1.000000	0	0	0	0
Dcc 	 210	-1.000000	0	0	0	0
Dcc 	 211	-1.000000	0	0	0	0
Dcc 	 212	-1.000000	0	0	0	0
Dcc 	 213	-1.000000	0	0	0	0
Dcc 	 214	-1.000000	0	0	0	0
Dcc 	 215	-1.000000	0	0	0	0
Dcc 	 216	-1.000000	0	0	0	0
Dcc 	 217	-1.000000	0	0	0	0
Dcc 	 218	-1.000000	0	0	0	0
Dcc 	 219	-1.000000	0	0	0	0
Dcc 	 220	-1.000000	0	0	0	0
Dcc 	 221	-1.000000	0	0	0	0
Dcc 	 222	-1.000000	0	0	0	0
Dcc 	 223	-1.000000	0	0	0	0
Dcc 	 224	-1.000000	0	0	0	0
Dcc 	 225	-1.000000	0	0	0	0
Dcc 	 226	-1.000000	0	0	0	0
Dcc 	 227	-1.000000	0	0	0	0
Dcc 	 228	-1.000000	0	0	0	0
Dcc 	 229	-1.000000	0	0	0	0
Dcc 	 230	-1.000000	0	0	0	0
Dcc 	 231	-1.000000	0	0	0	0
Dcc 	 232	-1.000000	0	0	0	0
Dcc 	 233	-1.000000	0	0	0	0
Dcc 	 234	-1.000000	0	0	0	0
Dcc 	 235	-1.000000	0	0	0	0
Dcc 	 236	-1.000000	0	0	0	0
Dcc 	 237	-1.000000	0	0	0	0
Dcc 	 238	-1.000000	0	0	0	0
Dcc 	 239	-1.000000	0	0	0	0
Dcc 	 240	-1.000000	0	0	0	0
Dcc 	 241	-1.000000	0	0	0	0
Dcc 	 242	-1.000000	0	0	0	0
Dcc 	 243	-1.000000	0	0	0	0
Dcc 	 244	-1.000000	0	0	0	0
Dcc 	 245	-1.000000	0	0	0	0
Dcc 	 246	-1.000000	0	0	0	0
Dcc 	 247	-1.000000	0	0	0	0
Dcc 	 248	-1.000000	0	0	0	0
Dcc 	 249	-1.000000	0	0	0	0
Dcc 	 250	-1.000000	0	0	0	0
Dcc 	 251	-1.000000	0	0	0	0
Dcc 	 252	-1.000000	0	0	0	0
Dcc 	 253	-1.000000	0	0	0	0
Dcc 	 254	-1.000000	0	0	0	0
Dcc 	 255	-1.000000	0	0	0	0
Dcc 	 256	-1.000000	0	0	0	0
Dcc 	 257	-1.000000	0	0	0	0
Dcc 	 258	-1.000000	0	0	0	0
Dcc 	 259	-1.000000	0	0	0	0
Dcc 	 260	-1.000000	0	0	0	0
Dcc 	 261	-1.000000	0	0	0	0
Dcc 	 262	-1.000000	0	0	0	0
Dcc 	 263	-1.000000	0	0	0	0
Dcc 	 264	-1.000000	0	0	0	0
Dcc 	 265	-1.000000	0	0	0	0
Dcc 	 266	-1.000000	0	0	0	0
